33565,"83","seillons-source-d-argens","SEILLONS-SOURCE-D'ARGENS","seillons source d argens","Seillons-Source-d'Argens","S4526236252","SLNSSRSTRJNS","83470","125","83125","3","02","6","2173","1611","2100","86","25.11","5.88362","43.4964","3941","48329","+55301","432947","263","580"
33566,"83","neoules","NEOULES","neoules","Néoules","N420","NLS","83136","088","83088","3","20","6","2486","1620","2400","99","25.08","6.01667","43.3","4084","48123","+60046","431840","305","700"
33567,"83","sollies-toucas","SOLLIES-TOUCAS","sollies toucas","Solliès-Toucas","S4232","SLSTKS","83210","131","83131","2","25","6","5131","4391","5100","170","30.09","6.01667","43.2","4098","48006","+60130","431220","84","783"
33568,"83","cogolin","COGOLIN","cogolin","Cogolin","C450","KKLN","83310","042","83042","1","14","6","11108","9050","11100","397","27.93","6.53333","43.25","4659","48058","+63148","431509","0","390"
33569,"83","villecroze","VILLECROZE","villecroze","Villecroze","V4262","FLKRS","83690","149","83149","1","23","6","1201","1082","1100","58","20.68","6.26667","43.5833","4377","48425","+61635","433456","224","520"
33570,"83","cannet-des-maures","LE CANNET-DES-MAURES","le cannet des maures","Le Cannet-des-Maures","L2532562","LKNTTSMRS","83340","031","83031","1","17","6","4070","3486","4000","55","73.64","6.35","43.4","4449","48213","+62027","432330","52","628"
33571,"83","claviers","CLAVIERS","claviers","Claviers","C4162","KLFRS","83830","041","83041","1","06","6","583","552","600","36","15.9","6.56667","43.6","4697","48446","+63350","433604","192","728"
33572,"83","londe-les-maures","LA LONDE-LES-MAURES","la londe les maures","La Londe-les-Maures","L5342562","LLNTLSMRS","83250","071","83071","2","36","6","9870","8741","10000","124","79.29","6.23333","43.1333","4331","47931","+61404","430817","0","601"
33573,"83","ponteves","PONTEVES","ponteves","Pontevès","P5312","PNTFS","83670","095","83095","3","02","6","712","572","700","17","41.07","6.05","43.5667","4103","48393","+60146","433313","240","801"
33574,"83","brue-auriac","BRUE-AURIAC","brue auriac","Brue-Auriac","B620","BRRK","83119","025","83025","3","02","6","1210","885","1200","32","36.73","5.95","43.5333","4009","48364","+55640","433139","199","466"
33575,"83","regusse","REGUSSE","regusse","Régusse","R200","RKS","83630","102","83102","3","26","6","2156","1142","2000","61","35.3","6.13333","43.65","4217","48506","+60755","433919","360","932"
33576,"83","plan-d-aups-sainte-baume","PLAN-D'AUPS-SAINTE-BAUME","plan d aups sainte baume","Plan-d'Aups-Sainte-Baume","P453125315","PLNTPSSNTBM","83640","093","83093","3","21","6","1577","764","1300","63","24.91","5.7175","43.33","3756","48144","+54303","431948","510","1148"
33577,"83","figanieres","FIGANIERES","figanieres","Figanières","F2562","FKNRS","83830","056","83056","1","06","6","2547","2228","2500","90","28.17","6.5","43.5667","4623","48410","+62950","433407","227","719"
33578,"83","sainte-maxime","SAINTE-MAXIME","sainte maxime","Sainte-Maxime","S53525","SNTMKSM","83120","115","83115","1","14","6","12938","11778","13700","158","81.61","6.63333","43.3","4779","48121","+63816","431832","0","532"
33579,"83","sollies-pont","SOLLIES-PONT","sollies pont","Solliès-Pont","S42153","SLSPNT","83210","130","83130","2","25","5","11090","10852","11000","625","17.73","6.05","43.1833","4116","47989","+60228","431124","39","343"
33580,"83","rians-83","RIANS","rians","Rians","R520","RNS","83560","104","83104","3","19","5","4197","3626","4200","43","96.87","5.75","43.6167","3800","48452","+54526","433625","291","651"
33581,"83","saint-cyr-sur-mer","SAINT-CYR-SUR-MER","saint cyr sur mer","Saint-Cyr-sur-Mer","S53262656","SNTSRSRMR","83270","112","83112","2","03","6","11819","8902","11800","558","21.15","5.71667","43.1833","3747","47982","+54231","431101","0","254"
33582,"83","mazaugues","MAZAUGUES","mazaugues","Mazaugues","M200","MSKS","83136","076","83076","3","20","6","822","514","800","15","53.79","5.91667","43.3333","3983","48164","+55519","432051","312","1055"
33583,"83","cabasse","CABASSE","cabasse","Cabasse","C120","KBS","83340","026","83026","3","04","6","1988","1281","1800","43","45.49","6.23333","43.4167","4317","48251","+61319","432534","162","404"
33584,"83","nans-les-pins","NANS-LES-PINS","nans les pins","Nans-les-Pins","N242152","NNSLSPNS","83860","087","83087","3","21","6","4132","3145","4100","86","47.99","5.78333","43.3667","3828","48189","+54656","432214","308","772"
33585,"83","cavalaire-sur-mer","CAVALAIRE-SUR-MER","cavalaire sur mer","Cavalaire-sur-Mer","C1462656","KFLRSRMR","83240","036","83036","1","22","6","6884","5268","6700","411","16.74","6.53333","43.1667","4658","47968","+63145","431016","0","528"
33586,"83","flassans-sur-issole","FLASSANS-SUR-ISSOLE","flassans sur issole","Flassans-sur-Issole","F4252624","FLSNSSRSL","83340","057","83057","3","04","6","3093","1945","2900","70","43.68","6.21667","43.3667","4316","48187","+61316","432207","203","527"
33587,"83","ramatuelle","RAMATUELLE","ramatuelle","Ramatuelle","R534","RMTL","83350","101","83101","1","22","6","2183","2137","2300","61","35.57","6.61667","43.2167","4750","48018","+63641","431257","0","324"
33588,"83","thoronet","LE THORONET","le thoronet","Le Thoronet","L3653","L0RNT","83340","136","83136","1","16","6","2293","1533","2100","61","37.53","6.3","43.45","4408","48280","+61814","432707","75","444"
33589,"83","saint-zacharie","SAINT-ZACHARIE","saint zacharie","Saint-Zacharie","S5326","SNTSXR","83640","120","83120","3","21","6","4914","4250","4800","181","27.02","5.71667","43.3833","3744","48205","+54224","432303","239","756"
33590,"83","bourguet","LE BOURGUET","le bourguet","Le Bourguet","L1623","LBRKT","83840","020","83020","1","08","6","26","22","0","1","25.39","6.51667","43.7833","4647","48649","+63107","434703","763","1245"
33591,"83","garde-83","LA GARDE","la garde","La Garde","L263","LKRT","83130","062","83062","2","42","5","25930","25299","26200","1668","15.54","6.01056","43.1248","4082","47916","+60038","430729","0","206"
33592,"83","puget-sur-argens","PUGET-SUR-ARGENS","puget sur argens","Puget-sur-Argens","P2326252","PJTSRRJNS","83480","099","83099","1","37","6","6587","6371","6900","244","26.9","6.68333","43.45","4831","48284","+64103","432721","0","180"
33593,"83","sanary-sur-mer","SANARY-SUR-MER","sanary sur mer","Sanary-sur-Mer","S562656","SNRSRMR","83110","123","83123","2","18","6","16429","17025","17100","854","19.23","5.8","43.1167","3851","47910","+54808","430709","0","446"
33594,"83","bras","BRAS","bras","Bras","B620","BRS","83149","021","83021","3","02","6","2449","1321","2300","70","34.93","5.95","43.4667","4019","48302","+55713","432819","233","580"
33595,"83","hyeres","HYERES","hyeres","Hyères","H620","YRS","83400","069","83069","2","97","5","54600","51412","55100","412","132.38","6.11667","43.1167","4213","47910","+60743","430708","0","364"
33596,"83","valette-du-var","LA VALETTE-DU-VAR","la valette du var","La Valette-du-Var","L14316","LFLTTFR","83160","144","83144","2","41","5","20754","21727","21400","1338","15.5","5.98333","43.1333","4051","47930","+55857","430814","37","701"
33597,"83","meounes-les-montrieux","MEOUNES-LES-MONTRIEUX","meounes les montrieux","Méounes-lès-Montrieux","M2425362","MNSLSMNTRKS","83136","077","83077","3","20","6","2001","1293","1900","48","40.92","5.96667","43.2833","4037","48090","+55812","431652","178","784"
33598,"83","ollioules","OLLIOULES","ollioules","Ollioules","O420","OLLS","83190","090","83090","2","18","5","12774","12203","13000","642","19.89","5.85","43.1333","3900","47933","+55049","430822","0","520"
33599,"83","sillans-la-cascade","SILLANS-LA-CASCADE","sillans la cascade","Sillans-la-Cascade","S452423","SLNSLKSKT","83690","128","83128","3","26","6","631","414","500","31","20.17","6.18333","43.5667","4270","48409","+61047","433404","267","476"
33600,"83","saint-maximin-la-sainte-baume","SAINT-MAXIMIN-LA-SAINTE-BAUME","saint maximin la sainte baume","Saint-Maximin-la-Sainte-Baume","S53525425315","SNTMKSMNLSNTBM","83470","116","83116","3","21","5","14505","12405","13900","226","64.13","5.86667","43.45","3917","48281","+55143","432712","261","778"
33601,"83","saint-antonin-du-var","SAINT-ANTONIN-DU-VAR","saint antonin du var","Saint-Antonin-du-Var","S53535316","SNTNTNNTFR","83510","154","83154","3","09","6","633","482","600","35","17.64","6.28695","43.5067","4389","48341","+61713","433024","95","396"
33602,"83","callian-83","CALLIAN","callian","Callian","C450","KLN","83440","029","83029","1","12","6","3208","2447","3000","126","25.42","6.75","43.6333","4907","48469","+64511","433720","96","581"
33603,"83","sollies-ville","SOLLIES-VILLE","sollies ville","Solliès-Ville","S4214","SLSFL","83210","132","83132","2","25","6","2464","2241","2400","174","14.1","6.03333","43.1833","4113","47980","+60218","431056","40","680"
33604,"83","rayol-canadel-sur-mer","RAYOL-CANADEL-SUR-MER","rayol canadel sur mer","Rayol-Canadel-sur-Mer","R425342656","RYLKNTLSRMR","83820","152","83152","1","22","6","727","697","600","106","6.83","6.46167","43.1587","4583","47954","+62742","430931","0","494"
